node_id,rank,feature_id,beta,rho,num_hops,top_k
2112,2,734,0.1333395540714264,0.03,2,10
2112,3,814,0.10154041647911072,0.03,2,10
2112,4,1131,0.10117361694574356,0.03,2,10
2112,5,1049,0.09820522367954254,0.03,2,10
2112,6,1348,0.0791572704911232,0.03,2,10
2112,7,816,0.07619857788085938,0.03,2,10
2112,8,303,0.06380787491798401,0.03,2,10
2112,9,696,0.06380787491798401,0.03,2,10
2112,10,1263,0.051695071160793304,0.03,2,10
2627,1,19,0.057406116276979446,0.03,2,10
2627,2,99,0.057406116276979446,0.03,2,10
2627,3,191,0.057406116276979446,0.03,2,10
2627,4,385,0.057406116276979446,0.03,2,10
2627,5,507,0.057406116276979446,0.03,2,10
